Year,State,sumInsured,premiumRate,farmerShare,farmerShareValue,stateShare,stateShareValue,goiShare,goiShareValue,indemnityLevel,seasonCode,isPreviousSeasonYearInSubsidy,firstGoiSubsidy,categoryName,cropTypeCode,startDate,endDate,insuranceCompanyName
2018,Odisha,52500.0,17.1,2.0,1050.0,7.55,3963.75,7.55,3963.75,70,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2022,MADHYA PRADESH,25000.0,17.0,2.0,500.0,7.5,1875.0,7.5,1875.0,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Odisha,114375.0,0.5,0.5,571.875,0.0,0.0,0.0,0.0,70,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Tamil Nadu,69654.0,22.0,5.0,3482.7,8.5,5920.59,8.5,5920.59,70,2,True,False,Vegetables,2,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Tamil Nadu,31369.0,5.0,5.0,1568.45,0.0,0.0,0.0,0.0,70,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,36500.0,22.0,2.0,730.0,10.0,3650.0,10.0,3650.0,80,1,True,True,Oilseeds,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Tamil Nadu,72248.0,42.1,1.5,1083.72,28.85,20843.548,11.75,8489.14,70,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,TAMIL NADU,84227.0,15.0,1.5,1263.405,6.75,5685.3225,6.75,5685.3225,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2022,Tamil Nadu,64591.0,39.3,1.5,968.865,26.05,16825.9555,11.75,7589.4425,70,2,True,False,Millets,1,2021-09-02,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2022,Tamil Nadu,77311.0,28.0,1.5,1159.665,14.75,11403.3725,11.75,9084.0425,90,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2020,Madhya Pradesh,20000.0,19.0,2.0,400.0,8.5,1700.0,8.5,1700.0,80,1,False,True,Pulses,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Kerala,125000.0,3.0,3.0,3750.0,0.0,0.0,0.0,0.0,80,2,True,False,Sugar and Starch Crops,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Tamil Nadu,35321.0,12.75,1.5,529.815,5.625,1986.8063,5.625,1986.8063,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Rajasthan,36000.0,3.58,3.58,1288.8,0.0,0.0,0.0,0.0,90,2,False,True,Condiments and Spices,2,2018-01-01,2030-11-24 13:45:49,TATA AIG GENERAL INSURANCE CO. LTD.
2019,Maharashtra,27500.0,15.0,2.0,550.0,6.5,1787.5,6.5,1787.5,70,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Uttar Pradesh,24262.0,5.0,2.0,0.0,1.5,0.0,1.5,0.0,90,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2018,Rajasthan,56000.0,3.0,1.5,840.0,0.75,420.0,0.75,420.0,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,CHHATTISGARH,54000.0,13.0,2.0,1080.0,5.5,2970.0,5.5,2970.0,90,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Gujarat,27000.0,9.0,1.5,405.0,3.75,1012.5,3.75,1012.5,70,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,UNITED INDIA INSURANCE CO.
2021,Maharashtra,20000.0,27.32,2.0,400.0,12.66,2532.0,12.66,2532.0,70,1,True,True,Pulses,1,2020-05-26,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Maharashtra,8000.0,15.0,2.0,160.0,6.5,520.0,6.5,520.0,70,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Maharashtra,37500.0,5.0,1.5,562.5,1.75,656.25,1.75,656.25,70,2,True,True,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,30200.0,10.0,1.5,453.0,4.25,1283.5,4.25,1283.5,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Tamil Nadu,44337.0,34.0,1.5,665.055,20.75,9199.9275,11.75,5209.5975,90,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,MADHYA PRADESH,29000.0,16.0,1.5,435.0,7.25,2102.5,7.25,2102.5,80,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,27500.0,5.0,1.5,412.5,1.75,481.25,1.75,481.25,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Uttar Pradesh,23513.0,11.81,2.0,0.0,4.905,0.0,4.905,0.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Uttar Pradesh,41460.0,5.12,2.0,0.0,1.56,0.0,1.56,0.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Uttar Pradesh,26598.0,2.56,2.0,0.0,0.28,0.0,0.28,0.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Uttar Pradesh,6843.0,2.48,2.0,0.0,0.24,0.0,0.24,0.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2020,Uttar Pradesh,39260.0,6.0,1.5,588.9,2.25,883.35,2.25,883.35,80,2,False,False,Cereals,1,2018-01-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2021,Maharashtra,25000.0,22.0,2.0,500.0,10.0,2500.0,10.0,2500.0,70,1,True,True,Millets,1,2020-05-26,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Uttar Pradesh,41988.0,7.42,2.0,0.0,2.71,0.0,2.71,0.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,Rajasthan,46583.0,10.5,5.0,2329.15,2.75,1281.0325,2.75,1281.0325,80,2,True,False,Medicinal and Aromatic Plants,2,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Gujarat,80000.0,10.0,5.0,4000.0,2.5,2000.0,2.5,2000.0,80,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Rajasthan,47500.0,5.0,1.5,712.5,1.75,831.25,1.75,831.25,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Rajasthan,34250.0,13.0,1.5,513.75,5.75,1969.375,5.75,1969.375,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Tamil Nadu,50882.0,16.62,5.0,2544.1,5.81,2956.2442,5.81,2956.2442,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Maharashtra,35000.0,8.0,1.5,525.0,3.25,1137.5,3.25,1137.5,70,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,RAJASTHAN,87410.0,5.6,1.5,1311.15,2.05,1791.905,2.05,1791.905,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,HARYANA,43588.0,11.0,2.0,871.76,4.5,1961.46,4.5,1961.46,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Tamil Nadu,71630.0,13.1,1.5,1074.45,5.8,4154.54,5.8,4154.54,70,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,45000.0,8.0,2.0,900.0,3.0,1350.0,3.0,1350.0,90,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,Puducherry,75000.0,8.79,2.0,1500.0,3.394999999999999,2546.25,3.395,2546.25,90,1,False,True,Cereals,1,2020-07-06,2030-11-24 13:45:49,NATIONAL INSURANCE COMPANY LIMITED
2019,Chhattisgarh,30000.0,14.0,2.0,600.0,6.0,1800.0,6.0,1800.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,30000.0,20.0,2.0,600.0,9.0,2700.0,9.0,2700.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,20000.0,5.0,2.0,400.0,1.5,300.0,1.5,300.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,25000.0,5.0,2.0,500.0,1.5,375.0,1.5,375.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Maharashtra,19000.0,20.0,2.0,380.0,9.0,1710.0,9.0,1710.0,70,1,True,True,Pulses,1,2020-05-26,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Odisha,40000.0,2.0,2.0,800.0,0.0,0.0,0.0,0.0,70,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Odisha,40000.0,2.0,2.0,800.0,0.0,0.0,0.0,0.0,70,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2020,MAHARASHTRA,30000.0,24.5,1.5,450.0,11.5,3450.0,11.5,3450.0,70,2,False,False,Cereals,1,2020-09-01,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2020,Assam,55300.0,4.0,4.0,2212.0,0.0,0.0,0.0,0.0,80,1,False,True,Fiber Crops,2,2020-06-04,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,Rajasthan,42328.0,18.0,2.0,846.56,8.0,3386.24,8.0,3386.24,80,1,False,True,Fodder Crops,1,2020-06-29,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Uttar Pradesh,47900.0,8.5,1.5,718.5,3.5,1676.5,3.5,1676.5,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Jammu And Kashmir,80000.0,8.71,2.0,1600.0,3.355,2684.0,3.355,2684.0,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Gujarat,25000.0,2.5,1.5,375.0,0.5,125.0,0.5,125.0,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,Uttarakhand,43375.0,6.56,1.5,650.625,2.53,1097.3875,2.53,1097.3875,90,2,False,False,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,RAJASTHAN,41171.0,10.0,1.5,617.565,4.25,1749.7675,4.25,1749.7675,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Odisha,55500.0,1.0,1.0,555.0,0.0,0.0,0.0,0.0,70,1,True,False,Oilseeds,1,2020-05-20,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Tamil Nadu,74594.0,5.0,5.0,3729.7,0.0,0.0,0.0,0.0,70,1,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Uttarakhand,53083.0,4.16,2.0,1061.66,1.08,573.2964,1.08,573.2964,90,1,True,True,Millets,1,2020-05-20,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Rajasthan,39000.0,17.54,2.0,780.0,7.77,3030.3,7.77,3030.3,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,TATA AIG GENERAL INSURANCE CO. LTD.
2021,Maharashtra,16000.0,30.0,2.0,320.0,14.0,2240.0,14.0,2240.0,70,1,True,True,Millets,1,2020-05-26,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2018,Uttar Pradesh,50652.0,3.5,2.0,0.0,0.75,0.0,0.75,0.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Tamil Nadu,35321.0,26.38,1.5,529.815,12.44,4393.9324,12.44,4393.9324,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2019,Rajasthan,14500.0,40.0,2.0,290.0,19.0,2755.0,19.0,2755.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Tamil Nadu,24206.0,23.0,1.5,363.09,10.75,2602.145,10.75,2602.145,80,2,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Tamil Nadu,62491.0,6.5,5.0,3124.55,0.75,468.6825,0.75,468.6825,80,2,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Maharashtra,39218.0,21.0,1.5,588.27,9.75,3823.755,9.75,3823.755,70,2,True,True,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Tripura,84116.0,5.0,5.0,4205.8,0.0,0.0,0.0,0.0,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Telangana,85000.0,3.99,2.0,1700.0,0.995,845.75,0.995,845.75,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,NATIONAL INSURANCE COMPANY LIMITED
2019,Maharashtra,38000.0,11.9,1.5,570.0,5.2,1976.0,5.2,1976.0,70,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2020,RAJASTHAN,62284.0,7.0,1.5,934.26,2.75,1712.81,2.75,1712.81,80,2,False,True,Pulses,1,2020-09-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Tamil Nadu,54340.0,8.0,5.0,2717.0,1.5,815.1,1.5,815.1,90,1,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Tamil Nadu,25441.0,30.0,2.0,508.82,14.0,3561.74,14.0,3561.74,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Kerala,125000.0,3.0,3.0,3750.0,0.0,0.0,0.0,0.0,80,2,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Uttar Pradesh,27181.0,8.71,1.5,407.715,3.605,979.8751,3.605,979.8751,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2019,Rajasthan,34190.0,2.92,1.5,512.85,0.71,242.749,0.71,242.749,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,Uttar Pradesh,33721.0,11.0,2.0,674.42,4.5,1517.445,4.5,1517.445,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2020,RAJASTHAN,54678.0,24.0,5.0,2733.9,9.5,5194.41,9.5,5194.41,80,2,False,True,Condiments and Spices,2,2020-09-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Odisha,68350.0,11.0,2.0,1367.0,4.5,3075.75,4.5,3075.75,70,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,JAMMU AND KASHMIR,100000.0,9.5,2.0,2000.0,3.75,3750.0,3.75,3750.0,90,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Uttar Pradesh,31586.0,4.29,1.5,473.79,1.395,440.6247,1.395,440.6247,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2019,Odisha,102500.0,2.0,2.0,2050.0,0.0,0.0,0.0,0.0,70,2,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Maharashtra,45000.0,10.0,2.0,900.0,4.0,1800.0,4.0,1800.0,70,1,True,True,Oilseeds,1,2020-05-26,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2019,Odisha,39852.5,0.5,0.5,199.2625,0.0,0.0,0.0,0.0,70,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Odisha,54082.5,1.0,1.0,540.825,0.0,0.0,0.0,0.0,70,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Odisha,239250.0,0.5,0.5,1196.25,0.0,0.0,0.0,0.0,70,1,False,True,Condiments and Spices,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Odisha,71410.0,12.0,2.0,1428.2,5.0,3570.5,5.0,3570.5,70,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Odisha,34600.0,2.84,1.5,519.0,0.67,231.82,0.67,231.82,70,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED
2020,Uttarakhand,66700.0,6.74,1.5,1000.5,2.62,1747.54,2.62,1747.54,90,2,False,False,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Chhattisgarh,17500.0,21.12,1.5,262.5,9.81,1716.75,9.81,1716.75,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Odisha,64000.0,1.0,1.0,640.0,0.0,0.0,0.0,0.0,70,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Tamil Nadu,53105.0,15.0,2.0,1062.1,6.5,3451.825,6.5,3451.825,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Uttar Pradesh,31000.0,5.17,1.5,465.0,1.835,568.85,1.835,568.85,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Tamil Nadu,71383.0,2.34,1.5,1070.745,0.42,299.8086,0.42,299.8086,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2022,RAJASTHAN,25635.0,6.41,5.0,1281.75,0.7050000000000002,180.72675,0.705,180.72675,80,1,True,True,Fiber Crops,2,2022-04-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2021,Uttar Pradesh,45802.0,8.5,2.0,916.04,3.25,1488.565,3.25,1488.565,80,1,True,True,Millets,1,2020-06-10,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2019,Gujarat,40000.0,3.0,2.0,800.0,0.5,200.0,0.5,200.0,70,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Uttar Pradesh,36500.0,9.6,1.5,547.5,4.05,1478.25,4.05,1478.25,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2019,Tamil Nadu,154869.0,10.0,5.0,7743.45,2.5,3871.725,2.5,3871.725,90,1,False,True,Fruits,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,14000.0,2.0,2.0,280.0,0.0,0.0,0.0,0.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,Uttar Pradesh,63140.0,6.39,1.5,947.1,2.445,1543.773,2.445,1543.773,90,2,True,True,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Gujarat,25000.0,5.0,2.0,500.0,1.5,375.0,1.5,375.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2022,MADHYA PRADESH,20000.0,8.0,2.0,400.0,3.0,600.0,3.0,600.0,80,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Tamil Nadu,28652.0,10.0,5.0,1432.6,2.5,716.3,2.5,716.3,80,1,True,False,Vegetables,2,2020-05-22,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Maharashtra,42000.0,19.05,5.0,2100.0,7.025,2950.5,7.025,2950.5,70,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2020,Uttarakhand,40000.0,10.0,1.5,600.0,4.25,1700.0,4.25,1700.0,90,2,False,False,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Meghalaya,82309.0,4.0,4.0,3292.36,0.0,0.0,0.0,0.0,90,1,False,True,Condiments and Spices,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Tamil Nadu,45695.0,5.4,5.0,2284.75,0.2,91.39,0.2,91.39,80,1,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,Uttar Pradesh,10000.0,15.0,2.0,200.0,6.5,650.0,6.5,650.0,80,1,False,True,Oilseeds,1,2020-06-10,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,HARYANA,89903.0,14.0,5.0,4495.15,4.5,4045.635,4.5,4045.635,90,1,True,True,Fiber Crops,2,2022-04-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2020,KERALA,125000.0,3.0,3.0,3750.0,0.0,0.0,0.0,0.0,80,2,False,False,Sugar and Starch Crops,2,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,KERALA,300000.0,3.0,3.0,9000.0,0.0,0.0,0.0,0.0,90,2,False,False,Fruits,2,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Tripura,73690.0,5.0,5.0,3684.5,0.0,0.0,0.0,0.0,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Rajasthan,19487.0,30.0,1.5,292.305,14.25,2776.8975,14.25,2776.8975,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2021,Madhya Pradesh,23923.0,23.0,2.0,478.46,10.5,2511.915,10.5,2511.915,80,1,True,True,Millets,1,2020-07-06,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Haryana,72000.0,6.67,2.0,1440.0,3.835,2761.2,0.835,601.2,90,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Odisha,25750.0,5.88,1.5,386.25,2.19,563.925,2.19,563.925,70,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED
2022,Uttar Pradesh,78789.0,8.51,2.0,1575.78,3.255,2564.58195,3.255,2564.58195,90,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Tamil Nadu,130540.0,5.21,5.0,6527.0,0.105,137.067,0.105,137.067,90,1,False,True,Condiments and Spices,2,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Maharashtra,46000.0,8.0,1.5,690.0,3.25,1495.0,3.25,1495.0,70,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,Uttar Pradesh,36484.0,5.25,2.0,729.68,1.625,592.865,1.625,592.865,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2019,Maharashtra,20000.0,9.0,1.5,300.0,3.75,750.0,3.75,750.0,70,2,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2022,Uttar Pradesh,121500.0,8.0,5.0,6075.0,1.5,1822.5,1.5,1822.5,90,2,True,True,Vegetables,2,2021-09-02,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2018,Tamil Nadu,135850.0,1.3,1.3,1766.05,0.0,0.0,0.0,0.0,70,1,False,True,Fruits,2,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2021,Tamil Nadu,85833.0,30.0,5.0,4291.65,12.5,10729.125,12.5,10729.125,90,1,True,False,Fruits,2,2020-05-22,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Gujarat,49500.0,3.0,2.0,990.0,0.5,247.5,0.5,247.5,70,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Tamil Nadu,38285.0,9.94,5.0,1914.25,2.47,945.6395,2.47,945.6395,70,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Tamil Nadu,40755.0,7.0,5.0,2037.75,1.0,407.55,1.0,407.55,70,1,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
